sample_number,x1,y1,x2,y2,MFC6,MFC7,MFC8,MFC9,MFC10,MFC1,MFC2,MFC3,MFC4,MFC5,total flow rate,Comments,mfc10_residual,Day,number of leakage,quality
661,9430,1600,11430,1350,0.0158,0.0345,0.0583,0.0707,0.0563,0.0151,0.0366,0.1137,0.1846,0.0627,0.6483,,0.0161,10,2,
662,11430,1350,,,0.0108,0.0189,0.027,0.0409,0.044,0.01,0.0171,0.038,0.1325,0.0456,0.3848,,0.0161,10,1,
663,11430,1350,9180,2350,0.017,0.0437,0.0811,0.0846,0.0598,0.0152,0.041,0.1058,0.1816,0.0647,0.6945,,0.0161,10,2,
664,9180,2350,,,0.0185,0.0384,0.0637,0.0515,0.0366,0.0176,0.0353,0.0742,0.056,0.025,0.4168,,0.0161,10,1,
665,9180,2350,5430,3350,0.0658,0.1186,0.0976,0.0161,0.0397,0.0568,0.0789,0.0992,0.0642,0.0286,0.6655,,0.0161,10,2,
666,5430,3350,,,0.0533,0.0891,0.0429,0.0171,0.0227,0.0431,0.0504,0.0312,0.0158,0.0087,0.3743,,0.0161,10,1,
667,5430,3350,8930,4350,0.0619,0.117,0.1567,0.0584,0.032,0.0511,0.065,0.0564,0.0362,0.0181,0.6528,,0.0161,10,2,
668,,,,,,,,,,,,,,,0,repeat,0.0161,10,1,
669,8930,4350,12930,3350,0.0197,0.0448,0.1391,0.1189,0.1101,0.0177,0.0286,0.0457,0.068,0.0758,0.6684,,0.0161,10,2,
670,,,,,,,,,,,,,,,0,repeat,0.0161,10,1,
671,12930,3350,15680,2100,0.0104,0.0187,0.0314,0.1035,0.1895,0.0096,0.0156,0.0275,0.0751,0.2232,0.7045,,0.0161,10,2,
672,15680,2100,,,0,0.0117,0.0147,0.0322,0.1105,0,0.0096,0.0121,0.0333,0.1619,0.386,,0.0161,10,1,
673,15680,2100,9430,3350,0.0134,0.0374,0.0889,0.0901,0.1267,0.01,0.0274,0.0552,0.0718,0.179,0.6999,,0.0161,10,2,
674,9430,3350,,,0.0162,0.0379,0.0841,0.0656,0.0375,0.0144,0.028,0.0495,0.0452,0.0237,0.4021,,0.0161,10,1,
675,9430,3350,6430,4100,0.0446,0.131,0.1355,0.0792,0.0416,0.0351,0.056,0.0736,0.0566,0.0293,0.6825,,0.0161,10,2,
676,6430,4100,,,0.0351,0.1024,0.06,0.0197,0.0229,0.0267,0.0354,0.0287,0.0165,0.0088,0.3562,,0.0161,10,1,
677,6430,4100,13930,3600,0.0361,0.1055,0.0698,0.0672,0.1519,0.0275,0.0383,0.0379,0.0451,0.0728,0.6521,,0.0161,10,2,
678,13930,3600,,,0,0.0134,0.0179,0.0536,0.1474,0,0.0111,0.0144,0.034,0.0679,0.3597,,0.0161,10,1,
679,13930,3600,15930,1350,0,0.0114,0.02,0.0711,0.2042,0,0.0093,0.0176,0.0554,0.23,0.619,,0.0161,10,2,
680,15930,1350,,,0,0.0107,0.0135,0.0263,0.0797,0,0.0033,0.0109,0.0288,0.1688,0.342,,0.0161,10,1,
681,15930,1350,1430,350,0.04,0.0294,0.0172,0.0253,0.0788,0.1715,0.0405,0.017,0.0286,0.1676,0.6159,,0.0161,10,2,
682,,,,,,,,,,,,,,,0,repeat,0.0161,10,1,
683,1430,350,3180,1600,0.0897,0.0646,0.0295,0.0134,0.0233,0.2761,0.0943,0.0303,0.0132,0,0.6344,,0.0161,10,2,
684,3180,1600,,,0.053,0.042,0.0208,0.0092,0.0196,0.1121,0.0598,0.0204,0.0093,0,0.3462,,0.0161,10,1,
685,3180,1600,14930,2600,0.0544,0.045,0.0275,0.0374,0.1119,0.1137,0.0625,0.0276,0.0362,0.1169,0.6331,,0.0161,10,2,
686,14930,2600,,,0.0112,0.0156,0.017,0.0349,0.1114,0.0111,0.0134,0.0144,0.0333,0.1159,0.3782,,0.0161,10,1,
687,14930,2600,15680,3600,0,0.0114,0.0188,0.0595,0.257,0,0.0094,0.0167,0.053,0.1933,0.6191,,0.0161,10,2,
688,15680,3600,,,0.0133,0.0174,0.0177,0.035,0.1683,0.0132,0.0147,0.0145,0.0287,0.0855,0.4083,,0.0161,10,1,
689,15680,3600,1930,2100,0.0637,0.042,0.0237,0.0351,0.168,0.1169,0.0473,0.0217,0.0294,0.0851,0.6329,,0.0161,10,2,
690,,,,,,,,,,,,,,,0,repeat,0.0161,10,1,
691,1930,2100,1430,3350,,,,,,,,,,,0,outside,0.0161,10,2,
692,,,,,,,,,,,,,,,0,repeat,0.0161,10,1,
693,1430,3350,14930,3850,,,,,,,,,,,0,outside,0.0161,10,2,
694,14930,3850,,,0.0112,0.0153,0.016,0.032,0.2046,0.0111,0.0132,0.0128,0.0238,0.0569,0.3969,,0.0161,10,1,
695,14930,3850,930,2600,,,,,,,,,,,0,outside,0.0161,10,2,
696,930,2600,,,,,,,,,,,,,0,outside,0.0161,10,1,
697,930,2600,12680,2600,,,,,,,,,,,0,outside,0.0161,10,2,
698,12680,2600,,,0,0.0128,0.0228,0.0637,0.0777,0,0.0109,0.0216,0.0651,0.0764,0.351,,0.0161,10,1,
699,12680,2600,15430,850,,,,,,,,,,,0,outside,0.0161,10,2,
700,15430,850,,,,,,,,,,,,,0,outside,0.0161,10,1,
701,15430,850,4680,3600,,,,,,,,,,,0,outside,0.0161,10,2,
702,4680,3600,,,0.067,0.083,0.033,0.0128,0.0197,0.0456,0.0438,0.0239,0.012,0,0.3408,,0.0161,10,1,
703,4680,3600,14680,1350,0.0678,0.0842,0.0359,0.0269,0.0584,0.0467,0.0451,0.028,0.033,0.2036,0.6296,,0.0161,10,2,
704,14680,1350,,,0.0113,0.0153,0.0153,0.0235,0.0587,0.0113,0.0132,0.013,0.0294,0.2006,0.3916,,0.0161,10,1,
705,14680,1350,4430,1100,0.0413,0.0432,0.0288,0.028,0.0597,0.0797,0.0928,0.033,0.0343,0.1971,0.6379,,0.0161,10,2,
706,,,,,,,,,,,,,,,0,repeat,0.0161,10,1,
707,4430,1100,15930,1350,,,,,,,,,,,0,,0.0161,10,2,
708,,,,,,,,,,,,,,,0,repeat,0.0161,10,1,
709,15930,1350,1430,850,,,,,,,,,,,0,,0.0161,10,2,
710,1430,850,,,0.0518,0.0386,0.0212,0.0111,0.0195,0.165,0.0479,0.0191,0.0106,0,0.3848,,0.0161,10,1,
711,1430,850,9180,2100,0.0581,0.0577,0.0592,0.0425,0.0288,0.1728,0.0688,0.0809,0.0516,0.0166,0.637,,0.0161,10,2,
712,9180,2100,,,0.0175,0.0333,0.0501,0.0411,0.0311,0.0173,0.0323,0.0705,0.0495,0.0179,0.3606,,0.0161,10,1,
713,9180,2100,13930,4350,0.0155,0.0333,0.0568,0.0862,0.1849,0.0146,0.0321,0.0763,0.0702,0.0607,0.6306,,0.0161,10,2,
714,13930,4350,,,0.01,0.0156,0.0195,0.0551,0.1728,0.009,0.0129,0.0151,0.0291,0.0463,0.3854,,0.0161,10,1,
715,13930,4350,4680,350,0.0298,0.0333,0.027,0.0563,0.1721,0.0661,0.1246,0.0311,0.0317,0.0464,0.6184,,0.0161,10,2,
716,4680,350,,,0.0327,0.035,0.0228,0.0133,0.0221,0.0693,0.1256,0.0276,0.0133,0,0.3617,,0.0161,10,1,
717,4680,350,3680,350,0.0649,0.0613,0.0335,0.0139,0.019,0.1842,0.1965,0.0426,0.015,0,0.6309,,0.0161,10,2,
718,3680,350,,,0.0426,0.0397,0.0237,0.0122,0.0193,0.1251,0.0825,0.0248,0.0122,0,0.3821,,0.0161,10,1,
719,3680,350,1930,4350,,,,,,,,,,,0,outside,0.0161,10,2,
720,1930,4350,,,,,,,,,,,,,0,outside,0.0161,10,1,
721,1930,4350,11680,2850,,,,,,,,,,,0,outside,0.0161,10,2,
722,,,,,,,,,,,,,,,0,repeat,0.0161,10,1,
723,11680,2850,13180,4100,0.0132,0.0243,0.0473,0.1499,0.1513,0.0124,0.0202,0.0415,0.0935,0.0906,0.6442,,0.0161,10,2,
724,13180,4100,,,0.009,0.0152,0.0225,0.0807,0.113,0,0.0123,0.0172,0.0356,0.0483,0.3538,,0.0161,10,1,
725,13180,4100,4430,350,0.0356,0.0388,0.0335,0.0837,0.1134,0.0825,0.1148,0.0353,0.0395,0.0492,0.6263,,0.0161,10,2,
726,,,,,,,,,,,,,,,0,repeat,0.0161,10,1,
727,4430,350,13680,3100,0.0371,0.0401,0.0329,0.0578,0.1113,0.0841,0.1158,0.0365,0.0463,0.0768,0.6387,,0.0161,10,2,
728,13680,3100,,,0.0101,0.015,0.0197,0.0529,0.1094,0.0092,0.0123,0.0164,0.0407,0.0747,0.3604,,0.0161,10,1,
729,13680,3100,13680,3600,0,0.0137,0.0271,0.1042,0.2219,0,0.0107,0.0235,0.0699,0.1346,0.6056,,0.0161,10,2,
730,13680,3600,,,0,0.0121,0.0187,0.0596,0.1322,0,0.0096,0.0147,0.0361,0.0625,0.3455,,0.0161,10,1,
731,13680,3600,8680,100,,,,,,,,,,,0,outside,0.0161,10,2,
732,8680,100,,,,,,,,,,,,,0,outside,0.0161,10,1,
733,8680,100,5930,4850,,,,,,,,,,,0,outside,0.0161,10,2,
734,5930,4850,,,0.0265,0.1649,0.0369,0.0128,0.0209,0.0129,0.02,0.0157,0.011,0,0.3216,,0.0161,10,1,
735,5930,4850,12680,3600,0.0305,0.1702,0.0532,0.0957,0.09,0.0185,0.026,0.03,0.0475,0.0521,0.6137,,0.0161,10,2,
736,12680,3600,,,0.0093,0.0145,0.0251,0.0904,0.089,0,0.0126,0.0197,0.0433,0.051,0.3549,,0.0161,10,1,
737,12680,3600,13180,2850,0,0.0152,0.0359,0.1407,0.157,0,0.013,0.031,0.087,0.1222,0.602,,0.0161,10,2,
738,13180,2850,,,0,0.0133,0.0222,0.0594,0.0888,0,0.0116,0.0195,0.0513,0.0746,0.3407,,0.0161,10,1,
739,13180,2850,11680,2350,0,0.0192,0.043,0.1133,0.1228,0,0.0172,0.0445,0.1229,0.1198,0.6027,,0.0161,10,2,
740,11680,2350,,,0.005,0.0165,0.031,0.0624,0.0542,0,0.0149,0.0322,0.0787,0.0487,0.3436,,0.0161,10,1,
741,11680,2350,3180,100,0.0367,0.0364,0.0393,0.0646,0.0543,0.1533,0.0639,0.0433,0.0814,0.0494,0.6226,,0.0161,10,2,
742,3180,100,,,0.0366,0.0314,0.0199,0.012,0.0215,0.1522,0.0584,0.0195,0.0115,0,0.363,,0.0161,10,1,
743,3180,100,4680,2350,0.0828,0.0808,0.0413,0.0164,0.0196,0.2065,0.1161,0.0423,0.0167,0,0.6225,,0.0161,10,2,
744,,,,,,,,,,,,,,,0,repeat,0.0161,10,1,
745,4680,2350,1930,1100,0.0984,0.087,0.0426,0.0173,0.0203,0.211,0.1069,0.0423,0.0173,0,0.6431,,0.0161,10,2,
746,1930,1100,,,0.0496,0.0348,0.0161,0,0.0163,0.1527,0.0456,0.0147,0,0,0.3298,residual flow of 0.0152 in mfc10,0.0152,11,1,
747,1930,1100,12180,850,0.0524,0.0415,0.0303,0.0364,0.0425,0.1557,0.0522,0.0359,0.1397,0.0613,0.6479,,0.0152,11,2,
748,12180,850,,,0.0103,0.0162,0.0209,0.0336,0.0428,0.0094,0.0144,0.0248,0.1353,0.0599,0.3676,,0.0152,11,1,
749,12180,850,9430,3100,0.0137,0.0369,0.081,0.0829,0.0585,0.0107,0.0294,0.0668,0.1723,0.0772,0.6294,,0.0152,11,2,
750,9430,3100,,,0.0157,0.0348,0.0708,0.0577,0.0343,0.0136,0.0273,0.0498,0.0443,0.0227,0.371,,0.0152,11,1,
751,9430,3100,11430,5100,,,,,,,,,,,0,outside,0.0152,11,2,
752,11430,5100,,,,,,,,,,,,,0,outside,0.0152,11,1,
753,11430,5100,11430,4100,,,,,,,,,,,0,outside,0.0152,11,2,
754,11430,4100,,,0.0116,0.0214,0.0418,0.1556,0.0531,0.0101,0.0167,0.0255,0.0386,0.0323,0.4067,,0.0152,11,1,
755,11430,4100,12930,4600,0.0091,0.0219,0.0549,0.2591,0.1496,0,0.0166,0.0349,0.0691,0.079,0.6942,,0.0152,11,2,
756,12930,4600,,,0,0.0148,0.0249,0.1136,0.1165,0,0.0119,0.0182,0.0379,0.0522,0.39,,0.0152,11,1,
757,12930,4600,1930,4350,,,,,,,,,,,0,outside,0.0152,11,2,
758,,,,,,,,,,,,,,,0,repeat,0.0152,11,1,
759,1930,4350,11680,4350,,,,,,,,,,,0,outside,0.0152,11,2,
760,11680,4350,,,0,0.0133,0.0261,0.1492,0.0468,0,0.0101,0.0153,0.026,0.0244,0.3112,,0.0152,11,1,
761,11680,4350,2680,850,0.0444,0.039,0.0371,0.1521,0.0478,0.1537,0.054,0.0282,0.03,0.0258,0.6121,,0.0152,11,2,
762,2680,850,,,0.0435,0.035,0.0194,0,0.0202,0.1531,0.051,0.0182,0.0099,0,0.3503,,0.0152,11,1,
763,2680,850,10680,5100,,,,,,,,,,,0,outside,0.0152,11,2,
764,10680,5100,,,,,,,,,,,,,0,outside,0.0152,11,1,
765,10680,5100,13930,350,,,,,,,,,,,0,outside,0.0152,11,2,
766,13930,350,,,,,,,,,,,,,0,outside,0.0152,11,1,
767,13930,350,4180,5100,,,,,,,,,,,0,outside,0.0152,11,2,
768,4180,5100,,,0.0954,0.0854,0.0254,0,0.0177,0.0359,0.0309,0.0166,0.0087,0,0.316,,0.0152,11,1,
769,4180,5100,12680,2600,0.0973,0.091,0.0413,0.0608,0.0739,0.0378,0.0362,0.0338,0.0647,0.0721,0.6089,,0.0152,11,2,
770,,,,,,,,,,,,,,,0,repeat,0.0152,11,1,
771,12680,2600,12180,5100,,,,,,,,,,,0,outside,0.0152,11,2,
772,12180,5100,,,,,,,,,,,,,0,outside,0.0152,11,1,
773,12180,5100,9680,600,,,,,,,,,,,0,outside,0.0152,11,2,
774,9680,600,,,0.0131,0.022,0.0282,0.0244,0.0287,0.013,0.0243,0.0866,0.057,0.0196,0.3169,,0.0152,11,1,
775,9680,600,680,2350,,,,,,,,,,,0,outside,0.0152,11,2,
776,680,2350,,,,,,,,,,,,,0,outside,0.0152,11,1,
777,680,2350,11180,5100,,,,,,,,,,,0,outside,0.0152,11,2,
778,11180,5100,,,,,,,,,,,,,0,outside,0.0152,11,1,
779,11180,5100,6430,2350,,,,,,,,,,,0,outside,0.0152,11,2,
780,,,,,,,,,,,,,,,0,repeat,0.0152,11,1,
781,6430,2350,6680,1100,0.0549,0.0931,0.0744,0.0314,0.0265,0.0641,0.1434,0.1097,0.0368,0,0.6343,,0.0152,11,2,
782,,,,,,,,,,,,,,,0,repeat,0.0152,11,1,
783,6680,1100,10430,1100,0.032,0.053,0.0589,0.0477,0.0403,0.0388,0.1003,0.1251,0.116,0.0362,0.6483,,0.0152,11,2,
784,,,,,,,,,,,,,,,0,repeat,0.0152,11,1,
785,10430,1100,3180,2600,0.0798,0.0659,0.0489,0.0405,0.0375,0.0926,0.0671,0.0818,0.1055,0.0326,0.6522,,0.0152,11,2,
786,,,,,,,,,,,,,,,0,repeat,0.0152,11,1,
787,3180,2600,8430,2100,0.0885,0.0843,0.0706,0.0378,0.0305,0.1019,0.087,0.0924,0.0445,0.0192,0.6567,,0.0152,11,2,
788,8430,2100,,,0.0195,0.039,0.0526,0.0316,0.0281,0.0189,0.0404,0.0748,0.0385,0.0166,0.36,,0.0152,11,1,
789,8430,2100,9930,1350,0.0252,0.0536,0.0806,0.0624,0.044,0.0251,0.0578,0.145,0.1083,0.0382,0.6402,,0.0152,11,2,
790,9930,1350,,,0.0136,0.0248,0.0356,0.0346,0.0337,0.0123,0.0253,0.0757,0.0747,0.0255,0.3558,,0.0152,11,1,
791,9930,1350,14680,100,,,,,,,,,,,0,outside,0.0152,11,2,
792,14680,100,,,,,,,,,,,,,0,outside,0.0152,11,1,
793,14680,100,6680,350,,,,,,,,,,,0,outside,0.0152,11,2,
794,6680,350,,,0.0223,0.0342,0.0302,0.0158,0.0231,0.0285,0.1052,0.0725,0.0208,0.0102,0.3628,,0.0152,11,1,
795,6680,350,6430,850,0.0414,0.0628,0.053,0.0251,0.024,0.0571,0.1975,0.126,0.0336,0.0126,0.6331,,0.0152,11,2,
796,6430,850,,,0.0277,0.0397,0.0327,0.0165,0.023,0.0355,0.1025,0.0607,0.0204,0.0103,0.369,,0.0152,11,1,
797,6430,850,6180,4600,0.0548,0.1802,0.0796,0.0254,0.0234,0.0518,0.1246,0.0784,0.0273,0.0112,0.6567,,0.0152,11,2,
798,6180,4600,,,0.04,0.1548,0.0595,0.0178,0.023,0.0289,0.0346,0.0271,0.0164,0.0097,0.4118,,0.0152,11,1,
799,6180,4600,5180,4600,0.0832,0.2678,0.0812,0.021,0.0218,0.0479,0.0542,0.0379,0.0189,0.0087,0.6426,,0.0152,11,2,
800,5180,4600,,,0.0581,0.1311,0.0368,0.0138,0.0215,0.0344,0.035,0.0347,0.0137,0,0.3791,,0.0152,11,1,
801,5180,4600,4680,2100,0.0995,0.1733,0.0572,0.0197,0.0226,0.0917,0.0986,0.0463,0.0202,0.0098,0.6389,,0.0152,11,2,
802,4680,2100,,,0.0513,0.0556,0.0313,0.0133,0.021,0.0661,0.0739,0.0315,0.0144,0,0.3584,,0.0152,11,1,
803,4680,2100,10680,1850,0.0557,0.0673,0.0577,0.053,0.0429,0.0709,0.0863,0.075,0.0934,0.0376,0.6398,,0.0152,11,2,
804,10680,1850,,,0.0128,0.0219,0.0359,0.0458,0.0408,0.0121,0.0214,0.0502,0.0858,0.035,0.3617,,0.0152,11,1,
805,10680,1850,930,4600,,,,,,,,,,,0,outside,0.0152,11,2,
806,930,4600,,,,,,,,,,,,,0,outside,0.0152,11,1,
807,930,4600,4930,3100,,,,,,,,,,,0,outside,0.0152,11,2,
808,4930,3100,,,0.0558,0.0715,0.0341,0.0127,0.0208,0.0472,0.0515,0.0272,0.0132,0,0.334,,0.0152,11,1,
809,4930,3100,13680,3350,0.0578,0.076,0.0456,0.0644,0.1295,0.0495,0.0555,0.0382,0.0475,0.0782,0.6422,,0.0152,11,2,
810,13680,3350,,,0.0087,0.0132,0.0199,0.0566,0.1268,0,0.0121,0.0161,0.0397,0.0751,0.3682,,0.0152,11,1,
811,13680,3350,2680,100,0.0188,0.0173,0.02,0.0561,0.1266,0.196,0.0314,0.0181,0.0395,0.0748,0.5986,,0.0152,11,2,
812,,,,,,,,,,,,,,,0,repeat,0.0152,11,1,
813,2680,100,1680,850,0.0651,0.0454,0.023,0.0104,0.0222,0.3553,0.0707,0.0228,0.0114,0,0.6263,,0.0152,11,2,
814,1680,850,,,0.0481,0.0344,0.019,0,0.0187,0.1611,0.0454,0.017,0.0091,0,0.3528,,0.0152,11,1,
815,1680,850,14430,850,,,,,,,,,,,0,outside,0.0152,11,2,
816,14430,850,,,,,,,,,,,,,0,outside,0.0152,11,1,
817,14430,850,4930,1600,,,,,,,,,,,0,outside,0.0152,11,2,
818,4930,1600,,,0.0424,0.0469,0.0283,0.0105,0.0183,0.0617,0.0902,0.033,0.0126,0,0.3439,,0.0152,11,1,
819,4930,1600,12680,600,,,,,,,,,,,0,outside,0.0152,11,2,
820,,,,,,,,,,,,,,,0,repeat,0.0152,11,1,
821,12680,600,9680,4600,,,,,,,,,,,0,outside,0.0152,11,2,
822,9680,4600,,,0.0133,0.0288,0.0966,0.0698,0.0333,0.0103,0.0199,0.029,0.0301,0.019,0.3501,,0.0152,11,1,
823,9680,4600,10930,5100,,,,,,,,,,,0,outside,0.0152,11,2,
824,10930,5100,,,,,,,,,,,,,0,outside,0.0152,11,1,
825,10930,5100,9180,100,,,,,,,,,,,0,outside,0.0152,11,2,
826,,,,,,,,,,,,,,,0,repeat,0.0152,11,1,
827,9180,100,10430,3350,,,,,,,,,,,0,outside,0.0152,11,2,
828,10430,3350,,,,,,,,,,,,,0,outside,0.0152,11,1,
829,10430,3350,8430,600,,,,,,,,,,,0,outside,0.0152,11,2,
830,8430,600,,,0.0123,0.0219,0.0272,0.0198,0.0254,0.0112,0.0344,0.1488,0.0308,0.0138,0.3456,,0.0152,11,1,
831,8430,600,3930,3100,0.0825,0.0769,0.0466,0.0241,0.0245,0.0705,0.0775,0.1643,0.0354,0.0138,0.6161,,0.0152,11,2,
832,,,,,,,,,,,,,,,0,repeat,0.0152,11,1,
833,3930,3100,5930,350,0.0928,0.0856,0.0454,0.0198,0.0236,0.0902,0.1933,0.0604,0.0221,0.0111,0.6443,,0.0152,11,2,
834,5930,350,,,0.025,0.0316,0.0257,0.0136,0.0215,0.0338,0.1505,0.0426,0.0161,0.007,0.3674,,0.0152,11,1,
835,5930,350,1430,3100,,,,,,,,,,,0,outside,0.0152,11,2,
836,1430,3100,,,,,,,,,,,,,0,outside,0.0152,11,1,
837,1430,3100,430,1600,,,,,,,,,,,0,outside,0.0152,11,2,
838,430,1600,,,,,,,,,,,,,0,outside,0.0152,11,1,
839,430,1600,1680,2600,,,,,,,,,,,0,outside,0.0152,11,2,
840,1680,2600,,,0.0762,0.0448,0.0212,0,0.0184,0.109,0.0468,0.0175,0.0091,0,0.343,,0.0152,11,1,
841,1680,2600,9680,1600,0.0835,0.0618,0.0527,0.041,0.0329,0.1173,0.0666,0.0879,0.0681,0.0253,0.6371,,0.0152,11,2,
842,,,,,,,,,,,,,,,0,repeat,0.0152,11,1,
843,9680,1600,2930,1600,0.0641,0.0601,0.0548,0.043,0.0354,0.1301,0.0787,0.091,0.0698,0.027,0.654,,0.0152,11,2,
844,2930,1600,,,0.0561,0.0422,0.0232,0.0113,0.0214,0.1212,0.0583,0.021,0.0118,0,0.3665,,0.0152,11,1,
845,2930,1600,5430,4600,0.096,0.17,0.0491,0.0159,0.02,0.1429,0.0806,0.0341,0.0154,0,0.624,,0.0152,11,2,
846,5430,4600,,,0.0489,0.1383,0.0371,0.0135,0.0205,0.03,0.0318,0.0204,0.0127,0,0.3532,,0.0152,11,1,
847,5430,4600,12680,4600,0.0475,0.1402,0.0505,0.1178,0.0962,0.0275,0.0325,0.03,0.0409,0.0482,0.6313,,0.0152,11,2,
848,12680,4600,,,0.0093,0.0141,0.0248,0.1116,0.0947,0,0.0125,0.0171,0.0357,0.0462,0.366,,0.0152,11,1,
849,12680,4600,680,4850,,,,,,,,,,,0,outside,0.0152,11,2,
850,680,4850,,,,,,,,,,,,,0,outside,0.0152,11,1,
851,680,4850,7430,3100,,,,,,,,,,,0,outside,0.0152,11,2,
853,7430,3100,12930,2350,0.0265,0.0609,0.0794,0.0794,0.0852,0.0235,0.0445,0.0603,0.0845,0.0951,0.6393,,0.0152,11,2,
855,12930,2350,1430,2100,0.086,0.0909,0.0784,0.0309,0.0259,0.145,0.0822,0.0581,0.029,0.0136,0.64,,0.0152,11,2,
856,1430,2100,,,0.0656,0.041,0.0206,0.0089,0.0195,0.1271,0.0474,0.0175,0.0095,0,0.3571,,0.0152,11,1,
857,1430,2100,13430,5100,,,,,,,,,,,0,outside,0.0152,11,2,
858,,,,,,,,,,,,,,,0,repeat,0.0152,11,1,
859,13430,5100,430,2850,,,,,,,,,,,0,outside,0.0152,11,2,
860,430,2850,,,,,,,,,,,,,0,outside,0.0152,11,1,
861,430,2850,3930,2850,,,,,,,,,,,0,outside,0.0152,11,2,
862,3930,2850,,,0.068,0.057,0.0267,0.0104,0.019,0.0654,0.0515,0.0223,0.011,0,0.3313,,0.0152,11,1,
863,3930,2850,11930,3100,,,,,,,,,,,0,,,,2,
864,,,,,,,,,,,,,,,0,repeat,,,1,
865,11930,3100,5430,3100,,,,,,,,,,,0,,,,2,
866,5430,3100,,,,,,,,,,,,,0,,,,1,
867,5430,3100,6430,4600,,,,,,,,,,,0,,,,2,
868,6430,4600,,,,,,,,,,,,,0,,,,1,
869,6430,4600,7680,3350,,,,,,,,,,,0,,,,2,
870,7680,3350,,,,,,,,,,,,,0,,,,1,
871,7680,3350,10430,3100,,,,,,,,,,,0,,,,2,
872,10430,3100,,,,,,,,,,,,,0,,,,1,
873,10430,3100,9180,1600,,,,,,,,,,,0,,,,2,
874,9180,1600,,,,,,,,,,,,,0,,,,1,
875,9180,1600,10180,4100,,,,,,,,,,,0,,,,2,
876,10180,4100,,,,,,,,,,,,,0,,,,1,
877,10180,4100,3930,1350,,,,,,,,,,,0,,,,2,
878,3930,1350,,,,,,,,,,,,,0,,,,1,
879,3930,1350,9430,1350,,,,,,,,,,,0,,,,2,
880,9430,1350,,,,,,,,,,,,,0,,,,1,
881,9430,1350,7930,4350,,,,,,,,,,,0,,,,2,
882,7930,4350,,,,,,,,,,,,,0,,,,1,
883,7930,4350,12180,100,,,,,,,,,,,0,,,,2,
884,12180,100,,,,,,,,,,,,,0,,,,1,
885,12180,100,8180,4100,,,,,,,,,,,0,,,,2,
886,8180,4100,,,,,,,,,,,,,0,,,,1,
887,8180,4100,3180,2600,,,,,,,,,,,0,,,,2,
888,,,,,,,,,,,,,,,0,repeat,,,1,
889,3180,2600,7430,100,,,,,,,,,,,0,,,,2,
890,7430,100,,,,,,,,,,,,,0,,,,1,
891,7430,100,5680,1850,,,,,,,,,,,0,,,,2,
892,5680,1850,,,,,,,,,,,,,0,,,,1,
893,5680,1850,1430,4850,,,,,,,,,,,0,,,,2,
894,,,,,,,,,,,,,,,0,repeat,,,1,
895,1430,4850,4930,1100,,,,,,,,,,,0,,,,2,
896,4930,1100,,,,,,,,,,,,,0,,,,1,
897,4930,1100,1430,1100,,,,,,,,,,,0,,,,2,
898,1430,1100,,,,,,,,,,,,,0,,,,1,
899,1430,1100,6680,3100,,,,,,,,,,,0,,,,2,
900,6680,3100,,,,,,,,,,,,,0,,,,1,
901,6680,3100,4930,4350,,,,,,,,,,,0,,,,2,
902,4930,4350,,,,,,,,,,,,,0,,,,1,
903,4930,4350,9680,3100,,,,,,,,,,,0,,,,2,
904,9680,3100,,,,,,,,,,,,,0,,,,1,
905,9680,3100,13180,1850,,,,,,,,,,,0,,,,2,
906,13180,1850,,,,,,,,,,,,,0,,,,1,
907,13180,1850,7430,4100,,,,,,,,,,,0,,,,2,
908,7430,4100,,,,,,,,,,,,,0,,,,1,
909,7430,4100,5930,100,,,,,,,,,,,0,,,,2,
910,5930,100,,,,,,,,,,,,,0,,,,1,
911,5930,100,2680,3850,,,,,,,,,,,0,,,,2,
912,2680,3850,,,,,,,,,,,,,0,,,,1,
913,2680,3850,15430,850,,,,,,,,,,,0,,,,2,
914,,,,,,,,,,,,,,,0,repeat,,,1,
915,15430,850,4180,850,,,,,,,,,,,0,,,,2,
916,4180,850,,,,,,,,,,,,,0,,,,1,
917,4180,850,2430,4100,,,,,,,,,,,0,,,,2,
918,2430,4100,,,,,,,,,,,,,0,,,,1,
919,2430,4100,13180,5100,,,,,,,,,,,0,,,,2,
920,13180,5100,,,,,,,,,,,,,0,,,,1,
921,13180,5100,15930,1350,,,,,,,,,,,0,,,,2,
922,,,,,,,,,,,,,,,0,repeat,,,1,
923,15930,1350,4430,4100,,,,,,,,,,,0,,,,2,
924,4430,4100,,,,,,,,,,,,,0,,,,1,
925,4430,4100,11180,2350,,,,,,,,,,,0,,,,2,
926,,,,,,,,,,,,,,,0,repeat,,,1,
927,11180,2350,9680,3850,,,,,,,,,,,0,,,,2,
928,9680,3850,,,,,,,,,,,,,0,,,,1,
929,9680,3850,8430,3600,,,,,,,,,,,0,,,,2,
930,8430,3600,,,,,,,,,,,,,0,,,,1,
931,8430,3600,4180,1100,,,,,,,,,,,0,,,,2,
932,,,,,,,,,,,,,,,0,repeat,,,1,
933,4180,1100,1930,1100,,,,,,,,,,,0,,,,2,
934,,,,,,,,,,,,,,,0,repeat,,,1,
935,1930,1100,1930,3600,,,,,,,,,,,0,,,,2,
936,1930,3600,,,,,,,,,,,,,0,,,,1,
937,1930,3600,7680,600,,,,,,,,,,,0,,,,2,
938,7680,600,,,,,,,,,,,,,0,,,,1,
